date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:04:00	35151/35151	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Jul%202025%2019:04:00%20GMT	https://cargocollective.com/yujiex/Drawing-2019-2020	D:/WinHTTrack/mywebsite/mywebsite/cargocollective.com/yujiex/Drawing-2019-2020.html	(from https://cargocollective.com/yujiex)
15:04:01	93903/93903	---M--	200	added ('OK')	image/jpeg	etag:%22422d9eedfe99d066222247dab6e26a43%22	https://payload.cargocollective.com/1/24/778953/14398805/prt_560x320_1742274496.jpg	D:/WinHTTrack/mywebsite/mywebsite/payload.cargocollective.com/1/24/778953/14398805/prt_560x320_1742274496.jpg	(from https://cargocollective.com/yujiex)
15:04:01	183/183	---M--	200	added ('OK')	image/png	etag:%22b7-60f1596eb5940%22	https://cargocollective.com/_gfx/fullscreen_open.png	D:/WinHTTrack/mywebsite/mywebsite/cargocollective.com/_gfx/fullscreen_open.png	(from https://cargocollective.com/stylesheet/yujiex?26.11.18.1&1751742157)
15:04:02	693/693	---M-Z	200	added ('OK')	image/svg+xml	etag:%222b5-60f1596eb5940-gzip%22	https://cargocollective.com/_gfx/svg/fullscreen_open.svg	D:/WinHTTrack/mywebsite/mywebsite/cargocollective.com/_gfx/svg/fullscreen_open.svg	(from https://cargocollective.com/stylesheet/yujiex?26.11.18.1&1751742157)
15:04:02	315/315	---M--	200	added ('OK')	image/png	etag:%2213b-60f1596eb5940%22	https://cargocollective.com/_gfx/playpause.png	D:/WinHTTrack/mywebsite/mywebsite/cargocollective.com/_gfx/playpause.png	(from https://cargocollective.com/stylesheet/yujiex?26.11.18.1&1751742157)
15:04:03	671/671	---M-Z	200	added ('OK')	image/svg+xml	etag:%2229f-60f1596eb5940-gzip%22	https://cargocollective.com/_gfx/svg/playpause.svg	D:/WinHTTrack/mywebsite/mywebsite/cargocollective.com/_gfx/svg/playpause.svg	(from https://cargocollective.com/stylesheet/yujiex?26.11.18.1&1751742157)
15:04:04	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:03%20GMT	https://i.imgur.com/HN7eTG4.png	D:/WinHTTrack/mywebsite/mywebsite/i.imgur.com/HN7eTG4.1e.delayed	(from https://cargocollective.com/stylesheet/yujiex?26.11.18.1&1751742157)
15:04:04	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:04%20GMT	https://imgur.com/soMaczp.png	D:/WinHTTrack/mywebsite/mywebsite/imgur.com/soMaczp.1f.delayed	(from https://cargocollective.com/stylesheet/yujiex?26.11.18.1&1751742157)
15:04:05	1152/1152	---M--	200	added ('OK')	image/png	etag:%22480-60f1596eb5940%22	https://cargocollective.com/_gfx/toolset-sprite.png	D:/WinHTTrack/mywebsite/mywebsite/cargocollective.com/_gfx/toolset-sprite.png	(from https://cargocollective.com/_jsapps/api/_css/global.css?26.11.18.1&)
15:04:06	6568/6568	---M-Z	200	added ('OK')	image/svg+xml	etag:%2219a8-60f1596eb5940-gzip%22	https://cargocollective.com/_gfx/svg/toolset-sprite.svg	D:/WinHTTrack/mywebsite/mywebsite/cargocollective.com/_gfx/svg/toolset-sprite.svg	(from https://cargocollective.com/_jsapps/api/_css/global.css?26.11.18.1&)
15:04:06	913/913	---M--	200	added ('OK')	image/gif	etag:%22391-60f1596eb5940%22	https://cargocollective.com/_gfx/loadingAnim.gif	D:/WinHTTrack/mywebsite/mywebsite/cargocollective.com/_gfx/loadingAnim.gif	(from https://cargocollective.com/_jsapps/api/_css/global.css?26.11.18.1&)
15:04:07	199/199	---M-Z	200	added ('OK')	text/plain	etag:%221cc-62df80b429537-gzip%22	http://cargocollective.com/robots.txt		(from https://cargocollective.com/yujiex)
15:04:07	55501/55501	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Jul%202025%2019:04:07%20GMT	https://cargocollective.com/yujiex/Projects/Commissions	D:/WinHTTrack/mywebsite/mywebsite/cargocollective.com/yujiex/Projects/Commissions.html	(from https://cargocollective.com/yujiex/Projects)
15:04:08	40249/40249	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Jul%202025%2019:04:07%20GMT	https://cargocollective.com/yujiex/Projects/Flowing-Soil-And-Other-Forms-short-film-2024	D:/WinHTTrack/mywebsite/mywebsite/cargocollective.com/yujiex/Projects/Flowing-Soil-And-Other-Forms-short-film-2024.html	(from https://cargocollective.com/yujiex/Projects)
15:04:09	50174/50174	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Jul%202025%2019:04:08%20GMT	https://cargocollective.com/yujiex/Projects/Elephant-In-A-Haystack-short-film-2022	D:/WinHTTrack/mywebsite/mywebsite/cargocollective.com/yujiex/Projects/Elephant-In-A-Haystack-short-film-2022.html	(from https://cargocollective.com/yujiex/Projects)
15:04:09	48356/48356	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Jul%202025%2019:04:09%20GMT	https://cargocollective.com/yujiex/Projects/White-Horse-short-film-2019	D:/WinHTTrack/mywebsite/mywebsite/cargocollective.com/yujiex/Projects/White-Horse-short-film-2019.html	(from https://cargocollective.com/yujiex/Projects)
15:04:10	44343/44343	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Jul%202025%2019:04:09%20GMT	https://cargocollective.com/yujiex/Projects/Walking-trail-of-the-worm-o0O-workshop	D:/WinHTTrack/mywebsite/mywebsite/cargocollective.com/yujiex/Projects/Walking-trail-of-the-worm-o0O-workshop.html	(from https://cargocollective.com/yujiex/Projects)
15:04:10	32165/32165	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Jul%202025%2019:04:10%20GMT	https://cargocollective.com/yujiex/Projects/Painting-2020-2022	D:/WinHTTrack/mywebsite/mywebsite/cargocollective.com/yujiex/Projects/Painting-2020-2022.html	(from https://cargocollective.com/yujiex/Projects)
15:04:11	35268/35268	---M-Z	200	added ('OK')	text/html	date:Wed,%2016%20Jul%202025%2019:04:10%20GMT	https://cargocollective.com/yujiex/Projects/Drawing-2019-2020	D:/WinHTTrack/mywebsite/mywebsite/cargocollective.com/yujiex/Projects/Drawing-2019-2020.html	(from https://cargocollective.com/yujiex/Projects)
15:04:12	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:11%20GMT	https://i.imgur.com/UOmw2Nh.gif	D:/WinHTTrack/mywebsite/mywebsite/i.imgur.com/UOmw2Nh.2a.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:12	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:12%20GMT	https://i.imgur.com/oAtvMDy.gif	D:/WinHTTrack/mywebsite/mywebsite/i.imgur.com/oAtvMDy.2b.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:13	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:12%20GMT	https://i.imgur.com/f4D67l6.gif	D:/WinHTTrack/mywebsite/mywebsite/i.imgur.com/f4D67l6.2c.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:14	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:13%20GMT	https://i.imgur.com/jBXUSRF.gif	D:/WinHTTrack/mywebsite/mywebsite/i.imgur.com/jBXUSRF.2d.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:14	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:14%20GMT	https://imgur.com/cvyypal.jpeg	D:/WinHTTrack/mywebsite/mywebsite/imgur.com/cvyypal.2e.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:15	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:14%20GMT	https://imgur.com/Y2HLprx.jpeg	D:/WinHTTrack/mywebsite/mywebsite/imgur.com/Y2HLprx.2f.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:16	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:15%20GMT	https://i.imgur.com/oLvs7Fz.jpeg	D:/WinHTTrack/mywebsite/mywebsite/i.imgur.com/oLvs7Fz.30.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:16	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:16%20GMT	https://imgur.com/XeVl6LS.jpeg	D:/WinHTTrack/mywebsite/mywebsite/imgur.com/XeVl6LS.31.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:17	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:16%20GMT	https://imgur.com/r9qcgwz.jpeg	D:/WinHTTrack/mywebsite/mywebsite/imgur.com/r9qcgwz.32.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:18	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:17%20GMT	https://imgur.com/XGZuXCL.jpeg	D:/WinHTTrack/mywebsite/mywebsite/imgur.com/XGZuXCL.33.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:18	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:18%20GMT	https://imgur.com/DejkdwV.jpeg	D:/WinHTTrack/mywebsite/mywebsite/imgur.com/DejkdwV.34.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:19	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:18%20GMT	https://imgur.com/lD6augR.jpeg	D:/WinHTTrack/mywebsite/mywebsite/imgur.com/lD6augR.35.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:20	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:19%20GMT	https://imgur.com/AgQsJ0s.jpeg	D:/WinHTTrack/mywebsite/mywebsite/imgur.com/AgQsJ0s.36.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:20	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:20%20GMT	https://imgur.com/nuxp8d7.jpeg	D:/WinHTTrack/mywebsite/mywebsite/imgur.com/nuxp8d7.37.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:21	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:20%20GMT	https://imgur.com/6b4fwl7.jpeg	D:/WinHTTrack/mywebsite/mywebsite/imgur.com/6b4fwl7.38.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:21	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:21%20GMT	https://imgur.com/94TBnlN.jpeg	D:/WinHTTrack/mywebsite/mywebsite/imgur.com/94TBnlN.39.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:22	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:22%20GMT	https://i.imgur.com/e6KQxaA.gif	D:/WinHTTrack/mywebsite/mywebsite/i.imgur.com/e6KQxaA.3a.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:23	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:22%20GMT	https://i.imgur.com/FyU9UjD.gif	D:/WinHTTrack/mywebsite/mywebsite/i.imgur.com/FyU9UjD.3b.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:23	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:23%20GMT	https://i.imgur.com/CMQJOPo.gif	D:/WinHTTrack/mywebsite/mywebsite/i.imgur.com/CMQJOPo.3c.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:24	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:23%20GMT	https://i.imgur.com/V0EWC1O.gif	D:/WinHTTrack/mywebsite/mywebsite/i.imgur.com/V0EWC1O.3d.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:25	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:24%20GMT	https://imgur.com/UHLbdxE.gif	D:/WinHTTrack/mywebsite/mywebsite/imgur.com/UHLbdxE.3e.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:25	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:25%20GMT	https://i.imgur.com/ytKISLd.jpeg	D:/WinHTTrack/mywebsite/mywebsite/i.imgur.com/ytKISLd.3f.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:26	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:25%20GMT	https://i.imgur.com/l2qV0Uf.gif	D:/WinHTTrack/mywebsite/mywebsite/i.imgur.com/l2qV0Uf.40.delayed	(from https://cargocollective.com/yujiex/Commissions)
15:04:27	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:26%20GMT	https://i.imgur.com/JPzSL3A.jpg	D:/WinHTTrack/mywebsite/mywebsite/i.imgur.com/JPzSL3A.41.delayed	(from https://cargocollective.com/yujiex/Flowing-Soil-And-Other-Forms-short-film-2024)
15:04:27	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:27%20GMT	https://i.imgur.com/5N9XrXl.jpg	D:/WinHTTrack/mywebsite/mywebsite/i.imgur.com/5N9XrXl.42.delayed	(from https://cargocollective.com/yujiex/Flowing-Soil-And-Other-Forms-short-film-2024)
15:04:28	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:27%20GMT	https://i.imgur.com/z5fnmhe.jpg	D:/WinHTTrack/mywebsite/mywebsite/i.imgur.com/z5fnmhe.43.delayed	(from https://cargocollective.com/yujiex/Flowing-Soil-And-Other-Forms-short-film-2024)
15:04:29	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:28%20GMT	https://i.imgur.com/vontVBR.jpg	D:/WinHTTrack/mywebsite/mywebsite/i.imgur.com/vontVBR.44.delayed	(from https://cargocollective.com/yujiex/Flowing-Soil-And-Other-Forms-short-film-2024)
15:04:29	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:29%20GMT	https://i.imgur.com/QUSS9kd.jpg	D:/WinHTTrack/mywebsite/mywebsite/i.imgur.com/QUSS9kd.45.delayed	(from https://cargocollective.com/yujiex/Flowing-Soil-And-Other-Forms-short-film-2024)
15:04:30	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:30%20GMT	https://i.imgur.com/j5XFUX1.jpg	D:/WinHTTrack/mywebsite/mywebsite/i.imgur.com/j5XFUX1.46.delayed	(from https://cargocollective.com/yujiex/Elephant-In-A-Haystack-short-film-2022)
15:04:31	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:30%20GMT	https://i.imgur.com/ucQHsQG.jpeg	D:/WinHTTrack/mywebsite/mywebsite/i.imgur.com/ucQHsQG.47.delayed	(from https://cargocollective.com/yujiex/Elephant-In-A-Haystack-short-film-2022)
15:04:31	0/0	---M--	302	error ('Moved%20Temporarily')	text/html	date:Wed,%2016%20Jul%202025%2019:04:31%20GMT	https://i.imgur.com/d9J6xtd.png	D:/WinHTTrack/mywebsite/mywebsite/i.imgur.com/d9J6xtd.48.delayed	(from https://cargocollective.com/yujiex/Elephant-In-A-Haystack-short-film-2022)
15:04:33	210564/210564	---M--	200	added ('OK')	image/jpeg	etag:%2246279e973b332c1bd6866738b6dda936%22	https://payload.cargocollective.com/1/24/778953/14400861/eiah_still30_800.jpg	D:/WinHTTrack/mywebsite/mywebsite/payload.cargocollective.com/1/24/778953/14400861/eiah_still30_800.jpg	(from https://cargocollective.com/yujiex/Elephant-In-A-Haystack-short-film-2022)
15:04:34	318489/318489	---M--	200	added ('OK')	image/jpeg	etag:%225038b7df5d5ccb27cb1b7bf25ae473b7%22	https://payload.cargocollective.com/1/24/778953/14400861/eiah_still30_1340_c.jpg	D:/WinHTTrack/mywebsite/mywebsite/payload.cargocollective.com/1/24/778953/14400861/eiah_still30_1340_c.jpg	(from https://cargocollective.com/yujiex/Elephant-In-A-Haystack-short-film-2022)
15:04:34	202127/202127	---M--	200	added ('OK')	image/jpeg	etag:%2259d1eaaad3ea8105bc6cd2c72348b399%22	https://payload.cargocollective.com/1/24/778953/14400861/eiah_still50_800.jpg	D:/WinHTTrack/mywebsite/mywebsite/payload.cargocollective.com/1/24/778953/14400861/eiah_still50_800.jpg	(from https://cargocollective.com/yujiex/Elephant-In-A-Haystack-short-film-2022)
15:04:34	189099/189099	---M--	200	added ('OK')	image/jpeg	etag:%22751d70b862b4ba9a61764cd1ec2babad%22	https://payload.cargocollective.com/1/24/778953/14400861/eiah_still50_1340_c.jpg	D:/WinHTTrack/mywebsite/mywebsite/payload.cargocollective.com/1/24/778953/14400861/eiah_still50_1340_c.jpg	(from https://cargocollective.com/yujiex/Elephant-In-A-Haystack-short-film-2022)
15:04:35	193799/193799	---M--	200	added ('OK')	image/jpeg	etag:%22c278d873460be968771b41da4aa284e0%22	https://payload.cargocollective.com/1/24/778953/14400861/makingof2_800.jpg	D:/WinHTTrack/mywebsite/mywebsite/payload.cargocollective.com/1/24/778953/14400861/makingof2_800.jpg	(from https://cargocollective.com/yujiex/Elephant-In-A-Haystack-short-film-2022)
15:04:35	172438/172438	---M--	200	added ('OK')	image/jpeg	etag:%22a46b3382b9318f6dcd49b077c3d7c773%22	https://payload.cargocollective.com/1/24/778953/14400861/makingof2_1340_c.jpg	D:/WinHTTrack/mywebsite/mywebsite/payload.cargocollective.com/1/24/778953/14400861/makingof2_1340_c.jpg	(from https://cargocollective.com/yujiex/Elephant-In-A-Haystack-short-film-2022)
15:04:36	156702/156702	---M--	200	added ('OK')	image/jpeg	etag:%22559f09f87c653e205be50550250c6a94%22	https://payload.cargocollective.com/1/24/778953/14400861/makingof3_800.jpg	D:/WinHTTrack/mywebsite/mywebsite/payload.cargocollective.com/1/24/778953/14400861/makingof3_800.jpg	(from https://cargocollective.com/yujiex/Elephant-In-A-Haystack-short-film-2022)
15:04:36	122463/122463	---M--	200	added ('OK')	image/jpeg	etag:%22aa83be4a6405afe0077d779f68f86dc4%22	https://payload.cargocollective.com/1/24/778953/14400861/makingof3_1340_c.jpg	D:/WinHTTrack/mywebsite/mywebsite/payload.cargocollective.com/1/24/778953/14400861/makingof3_1340_c.jpg	(from https://cargocollective.com/yujiex/Elephant-In-A-Haystack-short-film-2022)
15:04:37	171330/171330	---M--	200	added ('OK')	image/jpeg	etag:%22644250bb72532fc4ce50c475df032fa7%22	https://payload.cargocollective.com/1/24/778953/14400861/makingof1_800.jpg	D:/WinHTTrack/mywebsite/mywebsite/payload.cargocollective.com/1/24/778953/14400861/makingof1_800.jpg	(from https://cargocollective.com/yujiex/Elephant-In-A-Haystack-short-film-2022)
